"","brsupport","clock","stemmy","Ntips"
"train_830_-1.fa",76.75,0.216969349091947,0.314129608458478,47
"train_778_-1.fa",71.0769230769231,0.242559208136811,0.254742944815166,42
"train_24_-1.fa",76.5853658536585,0.248144527511378,0.325210316523786,44
"train_403_-1.fa",78.2222222222222,0.249077313920191,0.292395835613875,48
"train_229_-1.fa",72.8222222222222,0.250344815705561,0.290935955909889,48
"train_8_-1.fa",71.4146341463415,0.250961535147789,0.275454483485057,44
"train_540_-1.fa",77.8372093023256,0.254534082096077,0.312420026517695,46
"train_679_-1.fa",70.95,0.258337648948336,0.308089764611058,43
"train_1381_-1.fa",72.3170731707317,0.26033525034868,0.289583818080717,44
"train_326_-1.fa",68.7619047619048,0.261926521276551,0.314717088456224,45
"train_843_-1.fa",68.2702702702703,0.262921133197951,0.312029674535937,40
"train_988_-1.fa",65.1315789473684,0.265738623353712,0.286383684779449,41
"test_1868_-1.fa",80.6511627906977,0.266576628819299,0.296235073838208,46
"train_279_-1.fa",78.6744186046512,0.267369295858745,0.357409037678511,46
"train_1459_-1.fa",64.5476190476191,0.268242979804645,0.274975036638635,45
"train_475_-1.fa",78.3809523809524,0.269866640756958,0.292206956003423,45
"train_91_-1.fa",77.8260869565217,0.270348201815072,0.333239540521349,49
"train_193_-1.fa",73.2444444444444,0.271370697322566,0.292603294043883,48
"test_1811_-1.fa",78.2368421052632,0.273163280117542,0.330177959691765,41
"train_1121_-1.fa",78.1904761904762,0.273691669655172,0.329941175694547,45
"train_550_-1.fa",70.7272727272727,0.275089765277395,0.274914651505732,47
"train_1209_-1.fa",66.5428571428571,0.275182677543404,0.284768466472098,38
"train_1472_-1.fa",68.5238095238095,0.276656492822555,0.326574005746401,45
"train_69_-1.fa",69.8684210526316,0.276903982665692,0.297294423955682,41
"train_541_-1.fa",69.75,0.279775600016426,0.294426219393627,39
"train_366_-1.fa",70.1111111111111,0.279979286645109,0.305561949837972,48
"test_1690_-1.fa",79.6410256410256,0.280080135613079,0.277667381893519,42
"train_1157_-1.fa",75.875,0.281324877028612,0.286696099870661,43
"train_1391_-1.fa",63.3636363636364,0.281978475624819,0.233830040875939,14
"train_967_-1.fa",78.3421052631579,0.282917246591734,0.311143664389695,41
"train_206_-1.fa",75.8695652173913,0.283198925411487,0.312838755490866,49
"train_126_-1.fa",71.6875,0.283317123342512,0.29779125493343,35
"train_1475_-1.fa",71.6923076923077,0.283752338946329,0.262665087551109,42
"test_1891_-1.fa",75.675,0.284266994469275,0.340339530509045,43
"test_1741_-1.fa",66.2926829268293,0.284281746373655,0.300298313756459,44
"train_846_-1.fa",73.609756097561,0.284478686564051,0.279299921110178,44
"train_1256_-1.fa",66.7380952380952,0.285393488038543,0.27416224089236,45
"train_1468_-1.fa",67.7441860465116,0.286162148159862,0.290903417920939,46
"train_724_-1.fa",78.4444444444444,0.286914086877286,0.323469804661001,39
"test_1939_-1.fa",74.3720930232558,0.287013463639849,0.313468605367589,46
"train_737_-1.fa",73,0.287013686154083,0.334460380679633,44
"train_1135_-1.fa",71.953488372093,0.287467304920702,0.313772692247726,46
"train_852_-1.fa",49.8809523809524,0.287773034812161,0.285985567726451,45
"train_1390_-1.fa",77.95,0.28831931107841,0.311686265876224,43
"train_1292_-1.fa",74.1463414634146,0.289166630340069,0.288498515028413,44
"train_1207_-1.fa",74.0243902439024,0.289626276696057,0.31029273119508,44
"train_1068_-1.fa",59.8936170212766,0.289682659911991,0.351243523388102,50
"train_1124_-1.fa",77.25,0.289755519115491,0.315279262733537,43
"train_1022_-1.fa",75.5227272727273,0.289816563931119,0.30795560047803,47
"train_466_-1.fa",75.0263157894737,0.290457595056208,0.287082439841018,41
"train_1160_-1.fa",73.175,0.290546148884001,0.27936400600112,43
"train_1118_-1.fa",74.4871794871795,0.292627689345569,0.304907506861531,42
"test_1847_-1.fa",72.2682926829268,0.293213838742555,0.309637537253825,44
"dev_1575_-1.fa",73.953488372093,0.293332951949605,0.295746192433757,46
"test_1963_-1.fa",73.475,0.293493737101608,0.285586576218107,43
"train_460_-1.fa",71.6511627906977,0.293499156648968,0.290038208237229,46
"dev_1617_-1.fa",79.525,0.293700157635362,0.295056303957223,43
"test_1892_-1.fa",62.1627906976744,0.293734785140708,0.263736862301519,46
"train_56_-1.fa",75.8125,0.293859959361632,0.359768411244249,51
"train_245_-1.fa",77.2142857142857,0.294518588675412,0.325681550016808,45
"train_1481_-1.fa",76.2093023255814,0.294541437910118,0.309797649625092,46
"train_1424_-1.fa",58.8048780487805,0.295338042013012,0.328639446438886,44
"test_1685_-1.fa",75.9285714285714,0.295480680485053,0.312050632669261,45
"train_1490_-1.fa",72.4523809523809,0.296246029848119,0.324816784354562,45
"train_391_-1.fa",71.3409090909091,0.296400767014751,0.316631384555697,47
"train_164_-1.fa",77.9777777777778,0.296533122952608,0.298103575824945,48
"train_923_-1.fa",71.3658536585366,0.29654812821947,0.273984246234509,44
"train_1443_-1.fa",63.2790697674419,0.296638457441198,0.318316463127738,46
"train_1002_-1.fa",65.3809523809524,0.297076991121803,0.277142935104674,45
"test_1890_-1.fa",81.2619047619048,0.297182863572184,0.310168624998049,45
"train_1389_-1.fa",77.0714285714286,0.2974192881268,0.30963369850357,45
"train_104_-1.fa",67.2888888888889,0.299199530388861,0.31582852371291,48
"test_1779_-1.fa",76.8333333333333,0.29934099190821,0.300489938083692,45
"train_817_-1.fa",73.9166666666667,0.299355082431043,0.290387479384838,39
"test_2000_-1.fa",71.2222222222222,0.299389831513164,0.279691849810298,48
"test_1988_-1.fa",74.0227272727273,0.299815213222202,0.301673281164191,47
"train_878_-1.fa",80.8181818181818,0.300033239940969,0.374474080708408,47
"train_965_-1.fa",69.1944444444444,0.30023052766546,0.284937645037196,39
"test_1757_-1.fa",75.7073170731707,0.300560174608623,0.299709875944242,44
