"","brsupport","clock","stemmy","Ntips"
"train_41_-1.fa",40,0.0299960754909445,0.000800451820219573,4
"train_1399_-1.fa",38.5641025641026,0.0703821184513952,0.135674548615006,42
"train_160_-1.fa",34.8,0.0802703549545031,0.484465119286937,43
"train_389_-1.fa",62.0227272727273,0.0824039669416295,0.185041903994521,47
"train_295_-1.fa",58.2558139534884,0.08543999715937,0.173442017790292,46
"train_844_-1.fa",48.5348837209302,0.0861850313709505,0.143263259441758,46
"test_1675_-1.fa",51.4878048780488,0.103663664183014,0.153866569439681,44
"train_521_-1.fa",55.4146341463415,0.112823556841119,0.163337111116097,44
"train_282_-1.fa",49.2608695652174,0.114463274576318,0.174595483676663,49
"train_98_-1.fa",48.9487179487179,0.142300655509618,0.160205763733458,42
"train_556_-1.fa",49.2380952380952,0.151771305704794,0.164800699613123,45
"train_910_-1.fa",53.45,0.1605574654731,0.194282950709763,43
"train_937_-1.fa",51.1904761904762,0.160947524518891,0.231649227262635,45
"train_215_-1.fa",41.8666666666667,0.176142913314424,0.207001590569516,48
"dev_1577_-1.fa",52.8666666666667,0.192121826822198,0.160891437895446,48
"train_825_-1.fa",30.6341463414634,0.197137658308232,0.280513231459711,47
"train_1243_-1.fa",46.2666666666667,0.234987297410268,0.263105160148588,48
"train_248_-1.fa",59.1818181818182,0.236718281401247,0.311437957205267,47
"train_1425_-1.fa",46.7021276595745,0.247111999146759,0.241475145632795,50
"train_1258_-1.fa",48.9512195121951,0.249467050504098,0.336785294223905,44
"train_183_-1.fa",51.6382978723404,0.255270277611443,0.261718064700124,50
"train_668_-1.fa",48.0487804878049,0.25531496399329,0.271549599308634,44
"train_387_-1.fa",50.5348837209302,0.257557362269775,0.27617391015635,46
"train_1042_-1.fa",47.9487179487179,0.258177795995969,0.263746496772298,42
"train_663_-1.fa",54.375,0.258591950712926,0.27200464477115,43
"train_1474_-1.fa",48.0810810810811,0.259151738269309,0.240658877522033,40
"test_1737_-1.fa",48.5777777777778,0.261201724897554,0.260833678379512,48
"train_873_-1.fa",57.3953488372093,0.262695848742807,0.253875312253412,46
"dev_1657_-1.fa",45.5116279069767,0.262877192978451,0.268731277545913,46
"dev_1578_-1.fa",53.3636363636364,0.264116736534245,0.275698980228568,47
"train_538_-1.fa",37.5714285714286,0.265409502102508,0.267926089911831,45
"test_1945_-1.fa",44.953488372093,0.266147207580114,0.29228510444919,46
"train_836_-1.fa",42.4,0.26689913471715,0.284491834194035,48
"train_388_-1.fa",55.6585365853659,0.268197733700786,0.278770377374121,44
"train_151_-1.fa",56.9047619047619,0.268662199361238,0.246202818651682,45
"train_887_-1.fa",50.4186046511628,0.268758253032132,0.228789021548751,46
"train_1365_-1.fa",60.0227272727273,0.270213568569346,0.280221412958096,47
"test_1798_-1.fa",50.9302325581395,0.27042460477619,0.285290984424215,46
"train_956_-1.fa",55.775,0.270626782995051,0.306795829958584,43
"test_1869_-1.fa",59.9555555555556,0.271292630664285,0.281675223289383,48
"test_1885_-1.fa",61.45,0.271537633215542,0.243854353285473,43
"test_1831_-1.fa",52.8536585365854,0.27203155913228,0.301239384008715,44
"train_1407_-1.fa",45.6744186046512,0.272430986060548,0.321229043494993,46
"train_1401_-1.fa",50.6585365853659,0.272949177668399,0.23053941653004,44
"train_867_-1.fa",32.974358974359,0.274822510187105,0.321912644683991,45
"train_67_-1.fa",47.2368421052632,0.274898701800898,0.297163170791907,41
"test_1956_-1.fa",60.5434782608696,0.27562078147301,0.30081133100388,49
"test_1662_-1.fa",48.6666666666667,0.275880920361433,0.25243893063246,48
"test_2007_-1.fa",54.4883720930233,0.276532264858786,0.27628889450308,46
"train_676_-1.fa",59.4146341463415,0.276715408617003,0.32563575344318,44
"train_811_-1.fa",52.4047619047619,0.277858186120791,0.281667484579186,45
"dev_1592_-1.fa",58.8,0.278391036191547,0.28864576519513,48
"train_1061_-1.fa",54.325,0.279038007657714,0.228363246020402,43
"train_1475_-1.fa",49.7692307692308,0.279168196622787,0.332182218552268,42
"train_64_-1.fa",52.1777777777778,0.279190110670787,0.23900657293689,48
"train_1376_-1.fa",51.95,0.279399417657328,0.245946888785953,43
"train_1203_-1.fa",58.1463414634146,0.280906426436851,0.250403328564736,44
"dev_1594_-1.fa",52.6,0.281187369776657,0.301611696209624,48
"test_1849_-1.fa",58.9024390243902,0.281854650969551,0.303340266818874,44
"dev_1617_-1.fa",50.75,0.282066603904816,0.25834418026506,43
"train_877_-1.fa",49.6410256410256,0.282253245941019,0.249122634523616,42
"train_1444_-1.fa",38.2368421052632,0.284082856350966,0.25625613471744,41
"train_262_-1.fa",43.780487804878,0.284202946286105,0.284648817234733,44
"train_511_-1.fa",57.3333333333333,0.285198167941302,0.269699980120403,45
"test_1983_-1.fa",56.925,0.285557931006175,0.340087621177575,43
"train_1478_-1.fa",61.9090909090909,0.28602113932511,0.298386464857952,47
"train_994_-1.fa",38.2558139534884,0.28609071253486,0.293724033144793,46
"test_1757_-1.fa",49.5853658536585,0.286096746117276,0.294798670647623,44
"dev_1540_-1.fa",49.6046511627907,0.286562927136777,0.278735631969728,46
"train_1409_-1.fa",54.35,0.286687034157036,0.28049892824949,43
"dev_1535_-1.fa",54.3181818181818,0.287188286603957,0.279723441425543,47
"train_748_-1.fa",56.3414634146341,0.28721506078308,0.259225062035335,44
"dev_1526_-1.fa",60.2391304347826,0.287294703074755,0.290489514069502,49
